id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-963,Needs and satisfiers: A tool for dealing with perspectivity in policy analysis,B Mahlert,2020,2020,Journal article,,https://link.springer.com/article/10.1057/s41287-020-00294-9,Articles and Chapters,,The European Journal of Development Research,,10.1057/s41287-020-00294-9,1-20,,,,,http://web.archive.org/web/20250426232945/https://na.weshareresearch.com/resources/single-record/?pdb=963; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Mahlert"", ""author_0_given"": ""B"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Needs and satisfiers: A tool for dealing with perspectivity in policy analysis"", ""type"": ""article-journal"", ""journal"": ""The European Journal of Development Research"", ""volume"": """", ""issue"": """", ""page"": ""1-20"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""10.1057/s41287-020-00294-9"", ""url"": ""https://link.springer.com/article/10.1057/s41287-020-00294-9"", ""language"": """", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-655,Needs assessment,L.D. DeSilets,2006,2006,Journal article,,https://web.archive.org/web/20220813054321/https://na.weshareresearch.com/resources/single-record/?pdb=655,Articles and Chapters,en,The Journal of Continuing Education in Nursing,,,148–149,37,4,,,https://web.archive.org/web/20220813054321/https://na.weshareresearch.com/resources/single-record/?pdb=655; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""DeSilets"", ""author_0_given"": ""L.D."", ""issued_date_parts_0_0"": ""2006"", ""title"": ""Needs assessment"", ""type"": ""article-journal"", ""journal"": ""The Journal of Continuing Education in Nursing"", ""volume"": ""37"", ""issue"": ""4"", ""page"": ""148–149"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-606,Needs assessment,J.W. Altschuld; D.D. Kumar,2004,2004,Book,,http://web.archive.org/web/20240526082542/https://na.weshareresearch.com/resources/single-record/?pdb=606,Books,fr,,"Ed.), Encyclopedia of Evaluation.  Sage Publications",,,,,,Mathison S.,http://web.archive.org/web/20240526082542/https://na.weshareresearch.com/resources/single-record/?pdb=606; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2004"", ""title"": ""Needs assessment"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Ed.), Encyclopedia of Evaluation.  Sage Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""fr"", ""author_1_family"": ""Kumar"", ""author_1_given"": ""D.D."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Mathison"", ""editor_0_family"": ""S."", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-881,Needs Assessment,A. Rossett,1987,1987,Book,,http://web.archive.org/web/20230204221543/https://na.weshareresearch.com/resources/single-record/?pdb=881,Books,en,,Educational Technology Publishing Co,,,,,,,http://web.archive.org/web/20230204221543/https://na.weshareresearch.com/resources/single-record/?pdb=881; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Rossett"", ""author_0_given"": ""A."", ""issued_date_parts_0_0"": ""1987"", ""title"": ""Needs Assessment"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Educational Technology Publishing Co"", ""publisher_place"": ""Englewood Cliffs,  NJ"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-872,Needs Assessment   A Guide for Educational Managers,Kaufman,1976,1976,Book,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=872,Books,,,,,,,,,,https://web.archive.org/web/20240612225204/https://na.weshareresearch.com/resources/books/?listpage=3&instance=1,Listing only,
reference-916,Needs Assessment and Analysis.  Chapter 87 in Tracey. W,Kaufman,1994,1994,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=916,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-786,Needs assessment and analysis: Tools for change,Rodriguez,1988,1988,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=786,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-601,Needs assessment and asset/capacity building: A promising development in practice,J.W. Altschuld; H.-L. Hung; Y.-F. Lee,2014,2014,Journal article,,http://web.archive.org/web/20250624194613/https://na.weshareresearch.com/resources/single-record/?pdb=601,Articles and Chapters,en,New Directions for Evaluation,,https://doi.org/10.1002/ev.20105,89–103,144,,,Altschuld J.W.; R. Watkins,http://web.archive.org/web/20250624194613/https://na.weshareresearch.com/resources/single-record/?pdb=601; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2014"", ""title"": ""Needs assessment and asset/capacity building: A promising development in practice"", ""type"": ""article-journal"", ""journal"": ""New Directions for Evaluation"", ""volume"": ""144"", ""issue"": """", ""page"": ""89–103"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/ev.20105"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Hung"", ""author_1_given"": ""H.-L."", ""author_2_family"": ""Lee"", ""author_2_given"": ""Y.-F."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Altschuld"", ""editor_0_family"": ""J.W."", ""issued_date_parts_0_1"": """", ""editor_1_family"": ""Watkins"", ""editor_1_given"": ""R."", ""photo"": """"}"
reference-818,Needs assessment and curriculum mapping: Enhancing management skills of the nonprofit workforce,Wang,2012,2012,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=818,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-602,Needs assessment and education,J.W. Altschuld; T.L. Lepicki,2009,2009,Book,,http://web.archive.org/web/20240526085208/https://na.weshareresearch.com/resources/single-record/?pdb=602,Books,fr,,"Ed.), Encyclopedia of Evaluation.  Sage Publications",,,,,,Mathison S.,http://web.archive.org/web/20240526085208/https://na.weshareresearch.com/resources/single-record/?pdb=602; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Needs assessment and education"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Ed.), Encyclopedia of Evaluation.  Sage Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""fr"", ""author_1_family"": ""Lepicki"", ""author_1_given"": ""T.L."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Mathison"", ""editor_0_family"": ""S."", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-711,Needs Assessment and Technology Assessment: Crucial Steps in Technology Transfer to Developing Countries,K.Y. Kebede; K.F. Mulder,2008,2008,Journal article,,http://web.archive.org/web/20231004005333/https://na.weshareresearch.com/resources/single-record/?pdb=711,Articles and Chapters,pt,Revista Internacional de Sostenibilidad. Tecnologia y Humanismo,,https://doi.org/10.22215/etd/2004-05821,85–104,3,,,,http://web.archive.org/web/20231004005333/https://na.weshareresearch.com/resources/single-record/?pdb=711; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Kebede"", ""author_0_given"": ""K.Y."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""Needs Assessment and Technology Assessment: Crucial Steps in Technology Transfer to Developing Countries"", ""type"": ""article-journal"", ""journal"": ""Revista Internacional de Sostenibilidad. Tecnologia y Humanismo"", ""volume"": ""3"", ""issue"": """", ""page"": ""85–104"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.22215/etd/2004-05821"", ""url"": """", ""language"": ""pt"", ""author_1_family"": ""Mulder"", ""author_1_given"": ""K.F."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-967,"Needs Assessment for Learning and Performance: Theory, Process, and Practice",J Stefaniak,2020,2020,Book,,https://www.routledge.com/Needs-Assessment-for-Learning-and-Performance-Theory-Process-and-Practice/Stefaniak/p/book/9780367253875,Books,,,Routledge,,,,,,,http://web.archive.org/web/20240526095034/https://na.weshareresearch.com/resources/single-record/?pdb=967; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Stefaniak"", ""author_0_given"": ""J"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Needs Assessment for Learning and Performance: Theory, Process, and Practice"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Routledge"", ""publisher_place"": """", ""doi"": """", ""url"": ""https://www.routledge.com/Needs-Assessment-for-Learning-and-Performance-Theory-Process-and-Practice/Stefaniak/p/book/9780367253875"", ""language"": """", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-863,Needs Assessment for Organizational Success,R. Kaufman; I. Guerra-Lopez,2013,2013,Book,,http://web.archive.org/web/20240526083620/https://na.weshareresearch.com/resources/single-record/?pdb=863,Books,en,,ASTD Press,,,,,,,http://web.archive.org/web/20240526083620/https://na.weshareresearch.com/resources/single-record/?pdb=863; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2013"", ""title"": ""Needs Assessment for Organizational Success"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""ASTD Press"", ""publisher_place"": ""Alexandria,  VA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Guerra-Lopez"", ""author_1_given"": ""I."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-725,Needs assessment in continuing medical education: a practical guide,O.E. Laxdal,1982,1982,Journal article,,https://web.archive.org/web/20250112202442/https://na.weshareresearch.com/resources/single-record/?pdb=725,Articles and Chapters,en,Journal of Medical Education,,https://doi.org/10.1097/00001888-198211000-00002,827–834,57,,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112202442/https://na.weshareresearch.com/resources/single-record/?pdb=725,Reference details recovered,"{""author_0_family"": ""Laxdal"", ""author_0_given"": ""O.E."", ""issued_date_parts_0_0"": ""1982"", ""title"": ""Needs assessment in continuing medical education: a practical guide"", ""type"": ""article-journal"", ""journal"": ""Journal of Medical Education"", ""volume"": ""57"", ""issue"": """", ""page"": ""827–834"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1097/00001888-198211000-00002"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-846,Needs assessment in program planning,Young,1994,1994,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=846,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-851,Needs Assessment KIT.,J.W. Altschuld,2010,2010,Book series,,http://web.archive.org/web/20240526094822/https://na.weshareresearch.com/resources/single-record/?pdb=851,Books,en,,SAGE Publications,,,,,,,http://web.archive.org/web/20240526094822/https://na.weshareresearch.com/resources/single-record/?pdb=851; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2010"", ""title"": ""Needs Assessment KIT."", ""type"": ""book series"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""SAGE Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-896,Needs Assessment Knowledge from Facilitator of Community Empowerment Program in the Digital Era.,P Purnomo; A Hufad; U Wahyudin; A Akhyadi; D Lutfiansyah,2020,2020,Journal article,,https://web.archive.org/web/20250515134024/https://na.weshareresearch.com/resources/single-record/?pdb=896,Articles and Chapters,,"Digital Era. Journal of Nonformal Education,",,,pp.130-138,6,2,,,http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1; https://web.archive.org/web/20250515134024/https://na.weshareresearch.com/resources/single-record/?pdb=896,Reference details recovered,"{""author_0_family"": ""Purnomo"", ""author_0_given"": ""P"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Needs Assessment Knowledge from Facilitator of Community Empowerment Program in the Digital Era."", ""type"": ""article-journal"", ""journal"": ""Digital Era. Journal of Nonformal Education,"", ""volume"": ""6"", ""issue"": ""2"", ""page"": ""pp.130-138"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": """", ""author_1_family"": ""Hufad"", ""author_1_given"": ""A"", ""author_2_family"": ""Wahyudin"", ""author_2_given"": ""U"", ""author_3_family"": ""Akhyadi"", ""author_3_given"": ""A"", ""author_4_family"": ""Lutfiansyah"", ""author_4_given"": ""D"", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-811,Needs assessment of information and communication technology literacy (ICT literacy) of students in secondary educational service area,P. Thammasaeng; P. Pupat; S. Phetchaboon,2016,2016,Journal article,,http://web.archive.org/web/20250427010422/https://na.weshareresearch.com/resources/single-record/?pdb=811,Articles and Chapters,en,International Journal of Emerging Technologies in Learning (iJET,,https://doi.org/10.3991/ijet.v11i12.5798,9,11,12,,,http://web.archive.org/web/20250427010422/https://na.weshareresearch.com/resources/single-record/?pdb=811; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Thammasaeng"", ""author_0_given"": ""P."", ""issued_date_parts_0_0"": ""2016"", ""title"": ""Needs assessment of information and communication technology literacy (ICT literacy) of students in secondary educational service area"", ""type"": ""article-journal"", ""journal"": ""International Journal of Emerging Technologies in Learning (iJET"", ""volume"": ""11"", ""issue"": ""12"", ""page"": ""9"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.3991/ijet.v11i12.5798"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Pupat"", ""author_1_given"": ""P."", ""author_2_family"": ""Phetchaboon"", ""author_2_given"": ""S."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-650,Needs assessment of the displaced population following the August 1999 earthquake in Turkey,Daley,2001,2001,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=650,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-723,Needs Assessment of the Elderly,Lareau,1983,1983,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=723,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-638,Needs assessment of volunteers in a non-profit organization in taiwan. College,Y. Chen; C. Lin,2009,2009,Journal article,,https://web.archive.org/web/20220528175154/https://na.weshareresearch.com/resources/single-record/?pdb=638,Articles and Chapters,et,Student Journal,,https://doi.org/10.4324/9780203930847-11,105–113,43,,,,https://web.archive.org/web/20220528175154/https://na.weshareresearch.com/resources/single-record/?pdb=638; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Chen"", ""author_0_given"": ""Y."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Needs assessment of volunteers in a non-profit organization in taiwan. College"", ""type"": ""article-journal"", ""journal"": ""Student Journal"", ""volume"": ""43"", ""issue"": """", ""page"": ""105–113"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.4324/9780203930847-11"", ""url"": """", ""language"": ""et"", ""author_1_family"": ""Lin"", ""author_1_given"": ""C."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-731,Needs assessment readiness checklist,D. Leigh,2004,2004,Book,,https://web.archive.org/web/20240526075046/https://na.weshareresearch.com/resources/single-record/?pdb=731,Books,en,,Active Training / American Society for Training and Development (ASTD,,,,,,Silberman M.,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240526075046/https://na.weshareresearch.com/resources/single-record/?pdb=731; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Leigh"", ""author_0_given"": ""D."", ""issued_date_parts_0_0"": ""2004"", ""title"": ""Needs assessment readiness checklist"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Active Training / American Society for Training and Development (ASTD"", ""publisher_place"": ""Princeton, NJ"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Silberman"", ""editor_0_family"": ""M."", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-715,Needs assessment recommendations for practice from the field,King,2002,2002,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=715,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-842,Needs assessment since 1981,Witkin,1994,1994,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=842,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-850,Needs assessment to action: Transforming needs into solution strategies.,J.W. Altschuld; B.R. Witkin,2000,2000,Book,,http://web.archive.org/web/20240526095413/https://na.weshareresearch.com/resources/single-record/?pdb=850,Books,en,,Sage Publications,,,,,,,http://web.archive.org/web/20240526095413/https://na.weshareresearch.com/resources/single-record/?pdb=850; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2000"", ""title"": ""Needs assessment to action: Transforming needs into solution strategies."", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Sage Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Witkin"", ""author_1_given"": ""B.R."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-955,Needs Assessment Tool Kit.,R Bayer; V Mitchell-Hawkins; A Travis,2020,2020,Journal article,,https://web.archive.org/web/20240612214452/https://na.weshareresearch.com/resources/single-record/?pdb=955,Articles and Chapters,,"Journal of Extension,",,,v58-1tt1,58,1,,,http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240612214452/https://na.weshareresearch.com/resources/single-record/?pdb=955; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Bayer"", ""author_0_given"": ""R"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Needs Assessment Tool Kit."", ""type"": ""article-journal"", ""journal"": ""Journal of Extension,"", ""volume"": ""58"", ""issue"": ""1"", ""page"": ""v58-1tt1"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": """", ""author_1_family"": ""Mitchell-Hawkins"", ""author_1_given"": ""V"", ""author_2_family"": ""Travis"", ""author_2_given"": ""A"", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-879,Needs Assessment: A Creative and Practical Guide for Social Scientists,R. Reviere,1996,1996,Book,,http://web.archive.org/web/20230204222033/https://na.weshareresearch.com/resources/single-record/?pdb=879,Books,en,,Taylor and Francis,,,,,,,http://web.archive.org/web/20230204222033/https://na.weshareresearch.com/resources/single-record/?pdb=879; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Reviere"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1996"", ""title"": ""Needs Assessment: A Creative and Practical Guide for Social Scientists"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Taylor and Francis"", ""publisher_place"": ""Washington, DC"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
